I,NAME,COMPOSER,FITNESS,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD
4027,WAS BRINGEN UNS DIE SCHWABEN,,3.7325493677260564,0.43749999999999994,-0.03125,-1.0,0.19318181818181818,0.08064516129032258,0.0,-0.018867924528301886,0.0,-0.17291666666666666,0.6384210915135285,0.8210570281260641
4028,WIE MACHENS DENN DIE SCHNEIDER,,4.030784359893089,0.4754901960784314,0.2647058823529412,-1.0,0.5416666666666666,0.0,0.0,-0.0,0.0,-0.11764705882352941,0.6834371133068612,0.977249207370542
4029,EIN SCHNEIDER UND EIN ZIEGENBOCK,,3.706161875350758,0.5428571428571428,0.07142857142857142,-1.0,0.21951219512195122,0.14814814814814814,0.0,-0.0,0.0,-0.10714285714285714,0.6471354907146172,0.09090909090909091
4030,ES LIESS SICH EIN BAUR EIN PALTROCK SCHNEIDN,,4.2098321118018625,0.6388888888888888,0.2777777777777778,-1.0,0.41379310344827586,0.029411764705882353,0.0,-0.0,0.0,-0.16666666666666666,0.839485197572154,0.958187797709537
4031,ET LEIT SEK EN BUUR,,4.087784456908115,0.6269230769230769,0.23076923076923078,0.5,0.6666666666666666,0.08,0.0,-0.0,0.0,-0.1358974358974359,0.9964912280701753,0.9725752801199903
4032,UNSER ALTER STABSVERWALTER,,4.382959170739319,0.675,0.1875,-1.0,0.5,0.06451612903225806,0.0,-0.0,0.0,-0.228125,0.8774107855043323,0.8544395142672453
4033,ZAU DICH FRAU,,4.200369477800457,0.5541666666666667,0.1,-1.0,0.4,0.056962025316455694,0.0,-0.00847457627118644,0.0,-0.20833333333333331,0.8724499913109381,0.8139069355347883
4034,HERBEI IHR LEUTEL KOMMT ZU HAUF,,3.7334755842764746,0.75,0.3888888888888889,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.34814814814814815,0.7685597754118333,0.7556565496053816
4035,RARITAETE SEIN ALLZUSCHOENE,,4.064166869296798,0.6071428571428571,0.21428571428571427,-1.0,0.7,0.018518518518518517,0.0,-0.0,0.0,-0.1238095238095238,0.8421776327552297,0.4761589116065791
4036,HANS IM SCHNOCKELOCH,,4.200286579675124,0.673611111111111,0.25,-1.0,0.3333333333333333,0.0,0.0,-0.0,0.0,-0.18055555555555555,0.7914047853521538,0.9713817943229708
4037,UNSRE MUTTER HAT DIE GAENSE,,4.7301520251016616,0.5546296296296296,0.2222222222222222,-1.0,1.0,0.05714285714285714,0.0,-0.0,0.0,-0.2694444444444445,0.7008349343013618,0.9846080960913051
4038,HERR LIEUTNANT,,4.354864082493239,0.5388888888888889,0.05555555555555555,-1.0,0.7,0.058823529411764705,0.0,-0.037037037037037035,0.0,-0.2685185185185185,0.46661092530657744,0.958187797709537
4039,NUN SO WOLLN WIR NOCH EINMAL,,3.8627888094665597,0.6111111111111112,0.1111111111111111,1.0,0.2647058823529412,0.08823529411764706,-0.038461538461538464,-0.0,0.0,-0.4740740740740741,0.4311729719555807,0.2573903632599285
4040,HOER LIEBCHEN WAS ICH SAGEN WILL,,4.833935406383163,0.7435897435897435,0.2692307692307692,-1.0,1.0,0.02,0.0,-0.0,0.0,-0.2564102564102564,0.8649606164671964,0.7582055591467356
4041,WENN DIE NACHTIGALLEN SCHLAGEN,,3.9467846712137864,0.638888888888889,0.16666666666666666,-1.0,0.30952380952380953,0.13043478260869565,-0.02,-0.0,0.0,-0.29444444444444445,0.9078137526981189,0.5732152249338863
4042,WO BIST DU DENN GEWESEN,,3.2982181921516966,0.6111111111111112,0.2777777777777778,-1.0,0.0,0.058823529411764705,0.0,-0.0,0.0,0.0,0.8947009222661396,0.3709925340360123
4043,JUNGFER LIESCHEN SCHLIEF DA DROBEN,,3.871268607777559,0.7407407407407408,0.2222222222222222,1.0,0.53125,0.08823529411764706,0.0,-0.037037037037037035,0.0,-0.027777777777777776,0.4987667224080268,0.15384615384615385
4044,WER KANNS VERDENKEN MICH,,3.519583697555834,0.5803030303030303,0.13636363636363635,-1.0,0.42592592592592593,0.23809523809523808,-0.02564102564102564,-0.0,-0.09090909090909091,-0.16666666666666669,0.4720893250614613,0.3674924924924925
4046,JETZT FUEHR ICH MEINEN SCHLENDERGANG,,4.967676636270024,0.5980392156862745,-0.029411764705882353,-1.0,1.0,0.045454545454545456,0.0,-0.0,0.0,-0.19117647058823528,0.8354169729641429,0.8590867577800351
4047,ICH BIN DER FUERST VON THOREN,,4.687317551541689,0.6166666666666667,0.05555555555555555,-1.0,0.625,0.0,0.0,-0.0,0.0,-0.23333333333333328,1.0,0.23212689290275498
4048,ICH FUHR EINMAL AUF SITT,,4.223832766719731,0.6506666666666666,0.46,-1.0,0.44047619047619047,0.02040816326530612,0.0,-0.0,-0.16,-0.15866666666666668,0.98812324929972,0.8063081568757932
4049,JETZT FAHRN WIR UEBERN SEE,,4.26497015536413,0.7346666666666667,0.26,0.5,0.6666666666666666,0.04081632653061224,-0.023809523809523808,-0.0,0.0,-0.156,0.9974683544303797,0.9871752703215062
4050,DER KUCKUK AUF DEM ZAUNE,,2.9607057445727523,0.6759259259259259,0.16666666666666666,0.5,0.2857142857142857,0.11764705882352941,0.0,-0.0,0.0,-0.2833333333333333,0.38187257669866365,0.3818266516092602
4051,AUF EINEM BAUM EIN KUCKUK,,2.6712752040987335,0.6851851851851851,0.2777777777777778,0.5,0.25,0.11764705882352941,-0.03571428571428571,-0.0,0.0,-0.14444444444444446,0.37442363433667786,0.42306750898055245
4052,DER KUCKUK AUF DEM ZAUNE,,3.9555791405390948,0.6145833333333333,0.0,-1.0,0.4,0.0,0.0,-0.0,0.0,-0.15625,0.5466676572855063,0.2619218500797448
4053,WENN DER TOPP ABER NUN  A LOCH HAT,,4.014561695393093,0.5925925925925926,0.2222222222222222,1.0,0.1,0.058823529411764705,0.0,-0.030303030303030304,0.0,-0.2962962962962963,0.8098232162720483,0.9665923115631125
4054,WENNS DIBBE ABER NUN E LOCH HAT,,3.603937965553486,0.6037037037037037,0.4444444444444444,1.0,0.4230769230769231,0.11764705882352941,0.0,-0.0,0.0,-0.3222222222222222,0.7661719959272796,0.44914537610866867
4055,LAURENTIA LEBE LAURENTIA,,4.492533277591044,0.6106060606060606,0.0,-1.0,0.5714285714285714,0.047619047619047616,0.0,-0.0,0.0,-0.33636363636363636,0.8974725509834623,0.6242815058283607
4056,DER MEISCHTER SCHICKT DER JOCKELE,,4.211661751506023,0.743939393939394,0.13636363636363635,-1.0,0.5,0.047619047619047616,0.0,-0.03225806451612903,0.0,-0.29090909090909095,0.496353978078116,0.16781609195402297
4057,DROBEN AUF GRUENER WALDHAID,,4.0038927300333045,0.5522486772486771,0.2777777777777778,-1.0,0.2916666666666667,0.02857142857142857,0.0,-0.015384615384615385,0.0,-0.20568783068783067,0.7622130465530121,0.9830410998417083
4058,ICH WOLLT MIR ZU EINEM KITTELCHEN SAMMELN,,3.956994482245573,0.7199999999999999,0.34,0.5,0.5,0.08163265306122448,0.0,-0.0,0.0,-0.32333333333333336,0.8522527021317565,0.9830410998417083
4059,VETTER MICHEL WOHNT,,4.902157402578344,0.59,0.0,-1.0,1.0,0.02631578947368421,0.0,-0.0196078431372549,0.0,-0.3571428571428571,0.6673398654558956,0.7943826263160213
4060,ICH BIN EIN MUSIKANTE,,3.9668685761078493,0.49333333333333335,0.18,-1.0,0.38235294117647056,0.0,0.0,-0.0,0.0,-0.24,0.9049542534603818,0.6262280481376636
4062,WAS TRAEGT DIE GANS,,4.286800783926512,0.6666666666666666,0.2222222222222222,-1.0,0.8846153846153846,0.17647058823529413,-0.03125,-0.03125,0.0,-0.3592592592592592,0.5171047195296361,0.3046524356869184
4063,O MODER DE FINKEN SIND DUD,,4.889406311822515,0.6249999999999999,0.25,-1.0,1.0,0.010638297872340425,0.0,-0.0,0.0,-0.15277777777777776,0.8915118430000462,0.9807549889170311
4064,HEY MUTTER DER FINK IST TODT,,4.08455725594856,0.6222222222222221,0.3333333333333333,-1.0,0.5,0.2727272727272727,0.0,-0.0,0.0,-0.5611111111111111,0.5474132292827945,0.9598712993930386
4065,UNSER BRUDER MALCHER,,4.099387153648135,0.6364583333333332,0.375,-1.0,0.48,0.08064516129032258,0.0,-0.0,0.0,-0.121875,0.8355803563244579,0.9811186252806674
4066,OLL MANN WULL RIEDEN,,4.380679910704382,0.4616666666666666,0.0,-1.0,-0.5,0.0,0.0,-0.0,0.0,-0.19499999999999998,0.7611523680044259,0.9628608760332898
4067,KOMT HIER AL BIJ EN HOORT,,3.5003193510555493,0.6196078431372549,0.4411764705882353,-1.0,0.28,0.13636363636363635,-0.04477611940298507,-0.0,0.0,-0.14411764705882354,0.9618456319665997,0.5275122164417578
4068,MIEN VADER HEET HANS,,4.555416046159614,0.7647058823529411,0.029411764705882353,0.5,1.0,0.0,0.0,-0.0,0.0,-0.20098039215686272,1.0,0.6191415363556925
4069,DAVIDKEN SIEN VADER,,4.423967145229613,0.54,0.06,-1.0,0.3076923076923077,0.02040816326530612,-0.017241379310344827,-0.0,0.0,-0.18,0.9776354742392478,0.9818061472530191
4070,ALS D JUDEN DEN HERRN,,3.8267691964712087,0.6518518518518518,0.0,-1.0,0.0,0.08823529411764706,-0.02631578947368421,-0.0,0.0,-0.1981481481481481,0.7893555587673234,0.2506668576521518
4071,ALS DER LIEBE GOTT,,4.128061573772534,0.5070175438596491,0.15789473684210525,-1.0,-0.42857142857142855,0.13513513513513514,0.0,-0.0,0.0,-0.18684210526315792,1.0,0.7986603680555384
4073,DIE BINSCHGAUER WOLLTEN WALLFAHRTEN GEHN,,3.7272784809600004,0.501700680272109,0.21428571428571427,-1.0,0.075,0.0975609756097561,-0.014388489208633094,-0.0,0.0,-0.21712018140589567,1.0,0.7309158199688334
4074,HOPSA HOPSA RUEBER UND NUEBER,,3.7849891260388002,0.5712962962962962,0.3333333333333333,-1.0,0.125,0.02857142857142857,0.0,-0.0,0.0,-0.2990740740740741,0.9767759562841529,0.6747475612890386
4075,NACH KREUZ UND AUSGESTANDNEN LEIDEN,,3.5878569005791086,0.5434126984126985,-0.06666666666666667,-1.0,0.0,0.017241379310344827,0.0,-0.013513513513513514,0.0,-0.20341269841269838,0.7749496362730681,0.5031430666108085
4076,WIR GNIESSEN DIE HIMMLISCHEN FREUDEN,,3.3552111714288233,0.5343137254901961,0.17647058823529413,-1.0,0.16666666666666666,0.18181818181818182,-0.012345679012345678,-0.0,0.0,-0.029411764705882353,0.9611968960419993,0.5095652095652096
4077,WER HAT LUST MIT MIR ZU ZIEHEN,,4.036415556640322,0.5152173913043478,0.021739130434782608,-1.0,0.16666666666666666,0.011111111111111112,0.0,-0.015384615384615385,0.0,0.0,0.8889560249888779,0.9830410998417083
4078,DREI WUERFEL UND EIN KARTENSPIEL,,4.332486030254896,0.6733333333333333,0.2,-1.0,0.48333333333333334,0.10526315789473684,0.0,-0.0,0.0,-0.22666666666666666,0.7902216454496765,0.964194209366623
4080,UND WENN DER JAEGER IN DEN WALD,,4.07982876565452,0.5804761904761905,0.2,-1.0,0.37755102040816324,0.08974358974358974,-0.010752688172043012,-0.021505376344086023,-0.1,-0.2860119047619048,0.5613298464006818,0.9319453288350406
4081,ALLES WAS IN LUEFTEN SCHWEBET,,3.327683772868715,0.5714285714285714,0.15384615384615385,0.5,0.40625,0.22,0.0,-0.019230769230769232,0.0,-0.08974358974358973,0.648679412190408,0.9661975841215302
4082,DREI GAENS IM HABERSTROH,,4.34683369214932,0.5606060606060606,0.09090909090909091,1.0,0.26666666666666666,0.07142857142857142,-0.030303030303030304,-0.0,0.0,-0.23484848484848483,0.9525529026961174,0.964194209366623
4083,DIE VOEGLEIN IN DEM WALDE,,4.1875606115307855,0.5522222222222222,0.13333333333333333,-1.0,0.3157894736842105,0.08620689655172414,-0.058823529411764705,-0.0,0.0,-0.2111111111111111,0.7847871407199765,0.9843673642665578
4084,VIOLA BASS UND GEIGEN,,3.6369162199936653,0.541017316017316,0.22727272727272727,-1.0,0.2391304347826087,0.2857142857142857,-0.057692307692307696,-0.019230769230769232,-0.18181818181818182,-0.08441558441558442,0.5478945280239756,0.9787041109999348
4085,SCHWAEFELHOLZE,,4.2118111761724,0.5694444444444444,0.041666666666666664,-1.0,0.16666666666666666,0.07446808510638298,-0.010869565217391304,-0.0,0.0,-0.22847222222222227,0.9341809398144152,0.9183120895803099
4086,ICH BIN DER LUMPENMANN,,3.853329862730015,0.4592063492063492,0.03333333333333333,-1.0,-0.125,0.0,-0.01818181818181818,-0.0,0.0,-0.07619047619047618,0.7289359970403255,0.9791485554443794
4087,MEIN HERZ IST SO TRAURIG,,3.728300203046146,0.6037037037037037,-0.2222222222222222,0.5,0.40625,0.11764705882352941,0.0,-0.0,0.0,-0.09259259259259259,0.5597546489270628,0.9614240944240944
4088,MEIN HERZ IST SO TRAURIG,,3.6593773541036967,0.5555555555555556,-0.16666666666666666,0.5,0.225,0.08823529411764706,0.0,-0.0,0.0,-0.1111111111111111,0.7349230190099755,0.954356295878035
4089,ROTH ROTH ROTH SIND ALLE MEINE KLEIDER,,4.044864543872872,0.28125,-0.3125,-1.0,-0.043478260869565216,0.0,-0.05263157894736842,-0.0,0.0,-0.4708333333333333,0.836434754081813,0.45226338335920885
4090,HOLDES GRUEN WIE LIEB ICH DICH,,4.1468946413037715,0.6230769230769232,0.038461538461538464,-1.0,-0.05,0.08,-0.03389830508474576,-0.0,0.0,-0.10769230769230768,0.9707046657046657,0.9799839782066673
4091,HOLDES GRUEN WIE LIEB ICH DICH,,3.641408312191484,0.4538461538461539,0.07692307692307693,-1.0,-0.03125,0.14,0.0,-0.0,0.0,-0.03461538461538462,0.8608640576695119,0.9777557929835107
4092,FRUEH BEI DEM ERSTEN SONNENSTRAHL,,3.9026017172556804,0.5,-0.10606060606060606,-1.0,0.046511627906976744,0.03076923076923077,0.0,-0.0,0.0,-0.045454545454545456,0.8823475150419426,0.8529966535608404
4094,ES WOLLT EIN MAEDCHEN EIN SCHNEIDER,,3.0644030614824556,0.503030303030303,0.13636363636363635,0.5,0.4,0.11904761904761904,0.0,-0.06060606060606061,0.0,-0.1318181818181818,0.4295009004714233,0.20514112903225806
4095,DIE GEDANKEN SIND FREI,,3.7283603715082307,0.573529411764706,0.23529411764705882,1.0,0.2714285714285714,0.19696969696969696,-0.02040816326530612,-0.0,0.0,-0.029411764705882353,0.7876059858529795,0.9782402891075417
4096,DIE GEDANKEN SIND FREEI,,3.9897451210768935,0.6,0.32,1.0,0.3888888888888889,0.1836734693877551,-0.0136986301369863,-0.0273972602739726,0.0,-0.05,0.927725360403398,0.9857084507614028
4097,ZUFRIEDENHEIT IST MEIN VERGNUEGEN,,3.5806932328498435,0.6416666666666667,0.05,-1.0,0.09090909090909091,0.10526315789473684,0.0,-0.0,0.0,-0.08333333333333333,0.704331584119774,0.2842842842842843
4098,ZUFRIEDENHEIT IST MEIN VERGNUEGEN,,3.602025830644065,0.5869047619047619,0.2,-1.0,0.125,0.02631578947368421,0.0,-0.0,0.0,-0.02857142857142857,0.8794317046160494,0.2915662749744906
4099,WENN DIE HOFFNUNG NICHT WAER,,3.9895362642623993,0.3935185185185185,-0.1388888888888889,-1.0,0.19117647058823528,0.07142857142857142,0.0,-0.10204081632653061,0.0,-0.17129629629629628,0.6540099888804792,0.9100338561920216
4100,SCHLAF KINDKEN SCHLAFE,,5.044739244974965,0.5666666666666667,0.3,-1.0,1.0,0.0,-0.029411764705882353,-0.0,0.0,-0.30833333333333335,0.9737351687059697,0.9665923115631125
4101,SCHLAF KINDCHEN BALDE,,4.1821536710873675,0.6239583333333334,0.375,-1.0,0.39655172413793105,0.03225806451612903,0.0,-0.0,0.0,-0.21041666666666667,0.8777300225485343,0.9807549889170311
4102,HAIJO BOBAJO,,4.681709881540276,0.5625,0.08333333333333333,-1.0,1.0,0.08695652173913043,-0.023809523809523808,-0.0,0.0,-0.2569444444444444,0.9792032315716528,0.5295425367871188
4103,HEIJO WOERN WIE DO,,4.949396748587189,0.52,0.1,-1.0,1.0,0.0,0.0,-0.0,0.0,-0.355,0.7078044370240766,0.9665923115631125
4104,NINA BUBBAEIAE SCHLOF,,4.33658223419093,0.58125,0.125,-1.0,0.4,0.0,0.0,-0.0,0.0,-0.17708333333333331,0.8468926049795614,0.9563562958780351
4105,SUSE LEWE SUSE,,4.134876481110324,0.6770833333333333,0.4375,-1.0,0.5675675675675675,0.12903225806451613,0.0,-0.02127659574468085,0.0,-0.20833333333333331,0.7509844800744699,0.9761634291214552
4106,BUKO VON HALBERSTADT,,4.056016506676176,0.65625,0.5,-1.0,0.625,0.0,-0.034482758620689655,-0.0,0.0,-0.17708333333333331,0.605012617012617,0.958187797709537
4107,BUKO VON HALBERSTADT,,4.8799775012783,0.5305555555555556,0.25,-1.0,1.0,0.021739130434782608,0.0,-0.0,0.0,-0.3180555555555556,0.8253497276184601,0.9777557929835107
4108,RITI RITI RESSLAE,,4.626282881616307,0.6785714285714286,0.2857142857142857,-1.0,0.78125,0.0,0.0,-0.023255813953488372,0.0,-0.25,0.7045947420145109,0.974325182791165
4109,HANS PITTF[ERK3EN LIET SIEN,,4.843500086956246,0.5147058823529411,0.029411764705882353,-1.0,-0.5,0.0,0.0,-0.0,0.0,-0.37745098039215685,1.0,0.9807549889170311
4110,BOM BAM BEIER,,3.5591697252023344,0.59375,0.25,0.5,0.7857142857142857,0.03333333333333333,0.0,-0.0,0.0,-0.19791666666666666,0.43360036702428006,0.16847826086956522
4111,BIMBAUM DIE GLOCK IST KRANK,,3.7584466207325296,0.638888888888889,0.08333333333333333,0.5,0.55,0.06521739130434782,0.0,-0.0,0.0,-0.11805555555555554,0.98125,0.6188029009257662
4112,SCHACKE SCHACKE REITERPFERD,,4.025987925520535,0.5833333333333333,0.125,-1.0,0.25,0.0,0.0,-0.0,0.0,-0.3645833333333333,0.8711823361823361,0.5818889226715315
4114,HEILE HEILE HEILE,,3.7271975862301945,0.5104166666666666,0.25,-1.0,0.3333333333333333,0.0,0.0,-0.0,0.0,-0.29166666666666663,0.7878056484578224,0.44602472889429406
4115,STIEGLITZ STIEGLITZ ZEISERL IS KRANK,,3.532414866132257,0.6805555555555557,0.16666666666666666,0.5,0.25,0.08695652173913043,0.0,-0.0,0.0,-0.16666666666666666,0.9284240944240943,0.23960826210826214
4116,DER WIND DER WEHT,,4.593158562570327,0.75,0.3888888888888889,1.0,0.55,0.058823529411764705,0.0,-0.0,0.0,-0.39814814814814814,0.8812987382987384,0.9614240944240944
4117,BACKE BACKE KUCHEN,,4.218283729968562,0.6166666666666667,0.3,-1.0,0.4375,0.017241379310344827,0.0,-0.018867924528301886,0.0,-0.3888888888888888,0.7047348016129529,0.8688668275820965
4118,FOLGE KIND FOLGE,,3.725738662485597,0.6333333333333333,0.4666666666666667,-1.0,0.45121951219512196,0.2413793103448276,0.0,-0.0,0.0,-0.03333333333333333,0.8429650703334914,0.9729333903018114
4119,WENNS KIRMSE WIRD,,4.335754247379338,0.5851851851851851,0.16666666666666666,-1.0,1.0,0.08823529411764706,0.0,-0.0,0.0,-0.3203703703703703,0.5592915465306356,0.3741908939225401
4121,REGE REGE SCHUURE,,4.306916734081639,0.6916666666666667,0.2,-1.0,0.4,0.0,0.0,-0.0,0.0,-0.25833333333333336,1.0,0.6569167340816395
4122,REGE REGE SCHUURE,,4.825180068400258,0.7516666666666667,0.3,-1.0,1.0,0.02631578947368421,-0.02857142857142857,-0.0,0.0,-0.45666666666666667,0.6696350123627164,0.2550439163935369
4123,RAEGE RAEGE TROPFE,,3.9227457293109467,0.6083333333333333,0.25,-1.0,0.7,0.0,0.0,-0.0,0.0,-0.05,0.6670808869069738,0.6473315090706395
4124,TUK TUK  TUK MIEN HAEHNEKEN,,3.8034945247988725,0.5520833333333333,0.25,-1.0,0.3333333333333333,0.1,0.0,-0.0,0.0,-0.28125,0.7961389817911557,0.6906888763410504
4125,KUMM KUMM BIBELE,,4.141022420413725,0.75,0.2222222222222222,0.5,1.0,0.0,0.0,-0.0,0.0,-0.16666666666666666,0.4867066765762417,0.9598712993930386
4126,MAIKAEFER FLIEG,,4.582255700820919,0.6354166666666666,0.375,-1.0,1.0,0.0,0.0,-0.0,0.0,-0.28125,0.8838037904124862,0.34321475625823455
4127,MAIEKAEFER FRICO FRICO,,4.73517811963495,0.7500000000000001,0.3125,-1.0,1.0,0.04838709677419355,0.0,-0.0,0.0,-0.21875,0.6586264549808193,0.968688761428325
4128,STORCH STORCH STANNE,,4.363252985022012,0.55,0.3,-1.0,0.5,0.05263157894736842,0.0,-0.0,0.0,-0.3,0.9030236879360907,0.9628608760332898
4129,STORCH STORCH HEINI,,3.8436429512516477,0.5416666666666666,0.25,-1.0,0.25,0.03333333333333333,0.0,-0.04,0.0,-0.08333333333333333,0.7576199887069452,0.954356295878035
4130,LIEWEN HERR SCHMIET EN KOERNSCHE,,3.8580212692364393,0.5809523809523809,0.21428571428571427,-1.0,-1.0,0.07692307692307693,0.0,-0.0,0.0,-0.028571428571428574,0.4744465329991646,0.4347402820777434
4131,I FAHR AUF DER POST,,3.7856364822618698,0.6323529411764706,0.20588235294117646,1.0,0.44285714285714284,0.0,0.0,-0.0,0.0,-0.23431372549019605,0.6077379866853552,0.4257429610061189
4132,HEEDELBEERN WER WILL MIR DAS DING VERWEHREN,,4.195042312759704,0.6458333333333334,0.25,-1.0,0.625,0.0,0.0,-0.0,0.0,0.0,0.7160211817168339,0.958187797709537
4133,WIR REISEN DURCH JERUSALEM,,4.420617986556201,0.6018518518518517,0.16666666666666666,-1.0,0.75,0.0,0.0,-0.0,0.0,-0.2222222222222222,0.8589073969508751,0.6543031821979189
4134,ACH LIEBER IGEL LASS MICH LEBEN,,3.736862669494248,0.5,-0.07142857142857142,-1.0,0.18181818181818182,0.11538461538461539,0.0,-0.0,0.0,-0.32857142857142857,0.5929399255715045,0.3225108225108225
4135,RINGEL RINGEL REIHE,,4.282073216638434,0.5208333333333334,0.0,0.5,0.75,0.03333333333333333,0.0,-0.0,0.0,-0.2708333333333333,0.8193835874270656,0.954356295878035
4136,LANGE LANGE REIGE,,4.554258311930726,0.6666666666666667,0.3,-1.0,0.4375,0.0,0.0,-0.0,0.0,-0.31666666666666665,0.9692307692307691,0.964194209366623
4137,PETERSILJE SUPPENKRAUT,,4.12143403440617,0.6319444444444444,0.25,-1.0,0.25,0.0,0.0,-0.0,0.0,-0.34027777777777785,0.9459070406438826,0.7033047715400657
4138,DING DING THALERRING,,4.296299836478659,0.7142857142857143,0.14285714285714285,-1.0,0.6818181818181818,0.07407407407407407,0.0,-0.0,0.0,-0.19047619047619047,0.9152934454465935,0.4886424786168046
4139,ES REGNET AUF DER BRUECKE,,4.044608730398222,0.6911764705882353,0.08823529411764706,0.5,0.5,0.06060606060606061,0.0,-0.0,0.0,-0.20098039215686272,0.8444289715886354,0.956864250788197
4140,ES REGNET AUF DER BRUECKE,,3.8924908569613716,0.5694444444444445,0.2777777777777778,-1.0,0.3611111111111111,0.0,0.0,-0.0,0.0,0.0,0.7635496500621385,0.9761634291214552
4141,DER ZAUN DER WIRD GEFLOCHTEN,,4.098945807531485,0.5981481481481482,0.2777777777777778,-1.0,1.0,0.058823529411764705,0.0,-0.0,0.0,-0.07777777777777778,0.7572376882376883,0.49761649944258635
4142,GOLDNE GOLDNE BRUECKE,,4.3220920152947455,0.5416666666666666,-0.07142857142857142,-1.0,0.14285714285714285,0.037037037037037035,-0.020833333333333332,-0.0,0.0,-0.11904761904761904,0.9860465116279069,0.977249207370542
4143,KRANE KRANE SCHWICKLE SCHWANE,,4.36010093639676,0.613095238095238,0.14285714285714285,-1.0,0.25,0.0,0.0,-0.0,0.0,-0.16071428571428573,1.0,0.9791485554443794
4144,JAMMER JAMMER UEBER JAMMER,,3.9079573442437145,0.7033333333333333,0.4,0.5,0.6612903225806451,0.02040816326530612,0.0,-0.0,0.0,-0.1486666666666667,0.9285881054965923,0.8864870794317831
4145,GRUENES GRAS UNTER MEINEN FUESSEN,,4.26443906455863,0.5729166666666666,-0.25,-1.0,0.25,0.0,0.0,-0.0,0.0,-0.14583333333333331,0.8322503293807643,0.2865612648221344
4146,GESTERN ABEND GING ICH AUS,,4.506387210060914,0.6404761904761905,0.0,-1.0,0.6666666666666666,0.018518518518518517,0.0,-0.0,0.0,-0.24642857142857144,0.6664873784792895,0.804846921528714
4147,IM SOMMER DU SCHOENE SOMMERZEIT,,4.548316226443162,0.4487179487179487,-0.11538461538461539,-1.0,0.7,0.1,-0.023809523809523808,-0.0,0.0,-0.34615384615384615,0.9634064631433052,0.5508438292339222
4148,IM SOMMER DA GEHN WIR UEBER LAND,,3.6822967144329373,0.5512820512820513,0.038461538461538464,-1.0,0.0,0.08,0.0,-0.0,0.0,-0.25641025641025644,0.9669669669669669,0.47390102176479887
4149,IM SOMMER DA IST DIE SCHOENSTE ZEIT,,4.17299766280005,0.4999999999999999,0.023809523809523808,-1.0,0.5,0.024390243902439025,0.0,-0.0,0.0,-0.15476190476190477,0.9967741935483871,0.569661332201721
4151,NIX IN DER GRUBE,,4.682984704506444,0.7249999999999999,0.3,-1.0,0.625,0.0,0.0,-0.0,0.0,-0.3,0.8747969067969068,0.958187797709537
4152,WENN WIR FAHREN AUF DIE SEE,,4.043890074714884,0.5833333333333334,0.0625,-1.0,0.2647058823529412,0.03225806451612903,-0.06521739130434782,-0.0,0.0,-0.13541666666666666,0.8426355034012435,0.7473393621724815
4153,WER DIE GANS GESTOHLEN HAT,,4.010386561347315,0.5069444444444444,0.0,-1.0,0.2692307692307692,0.043478260869565216,0.0,-0.0,0.0,-0.14583333333333334,0.9000991842788284,0.7317570909295047
4154,FUCHS BEISS MICH NICHT,,3.730680619388518,0.5092592592592592,0.05555555555555555,-1.0,0.25,0.0,-0.02857142857142857,-0.0,0.0,-0.12962962962962962,0.5784486947271577,0.20967283724340177
4155,DER LUNZI KUMMT,,3.836084509693205,0.6666666666666666,0.2777777777777778,0.5,0.7,0.0,0.0,-0.0,0.0,-0.027777777777777776,0.7630615471485036,0.9563562958780351
4156,HAT EINS GESCHLAGEN,,4.383833601202023,0.40303030303030307,-0.09090909090909091,-1.0,-0.038461538461538464,0.0,0.0,-0.0,0.0,-0.41818181818181815,1.0,0.9332508506192717
4157,WIE WOLLEN EIN BISSCHEN SPAZIEREN GEHN,,3.972887112887113,0.6,0.1,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.42666666666666664,0.6240725940725941,0.922147852147852
4158,KOMM WIR WOLLEN WANDERN,,4.7586388869545155,0.7,0.1,-1.0,0.6,0.0,0.0,-0.0,0.0,-0.15,0.947214792530421,0.9614240944240944
4159,KOMM WIR WOLLEN WANDERN,,3.671046023296236,0.2606060606060606,-0.045454545454545456,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.11363636363636363,0.7859141494435613,0.9654349041557051
4160,TRITT IN KREIS MEINE ROSA,,4.178916629264455,0.5740740740740741,0.0,-1.0,0.21428571428571427,0.0,-0.03571428571428571,-0.07142857142857142,0.0,-0.21296296296296294,0.6122632230893101,0.958187797709537
4161,ES KAM EIN MANN AUS NINNEVEH,,4.057342431445847,0.5757575757575757,0.045454545454545456,-1.0,0.0,0.023809523809523808,-0.05128205128205128,-0.0,0.0,-0.18939393939393942,1.0,0.8101729342763498
4162,DA KOM ALL EIN KANOENNEKEN,,5.038589936633414,0.2777777777777778,-0.05555555555555555,-1.0,1.0,0.0,0.0,-0.0,0.0,-0.2777777777777778,0.9731225296442687,0.954356295878035
4163,KLOPFER KLOPFER RINGELCHEN,,4.879144171140026,0.5833333333333335,0.16666666666666666,-1.0,0.75,0.05714285714285714,0.0,-0.0,0.0,-0.29629629629629634,0.99,0.98332406531992
