I,NAME,COMPOSER,FITNESS,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,,,,,,,,,,,,,,
4187,WAS GOTT THUT DAS IST WOHLGETHAN,,2.411761294,0.498039216,-0.088235294,0.5,0.157894737,0.151515152,-0.017241379,0,0,-0.095098039,0.849351791,0.455535112,,,,,,,,,,,,,,
4188,WER NUR DEN LIEBEN GOTT LAESST WALTEN,,0.629856515,0.35,-0.3,-1,0.028846154,0.034482759,0,0,0,-0.066666667,1,0.583194269,,,,,,,,,,,,,,
4189,WER LEUCHTET UNS DENN BEI DER FINSTREN NACHT,,0.296148844,0.43008658,-0.045454545,-1,0.038461538,0,0,0,0,-0.098701299,0.821909259,0.14984731,,,,,,,,,,,,,,
4190,WER WEISS WORAUS DAS BRUENNLEIN QUILLT,,1.536332593,0.481372549,0.088235294,-1,0.413043478,0.060606061,0,0,0,-0.164705882,0.88214239,0.775638703,,,,,,,,,,,,,,
4191,WIE HEISST DENN NUN DAS ERSTE GEBOT,,0.300933504,0.364583333,-0.1875,-1,0.086956522,0,-0.017857143,-0.017857143,0,-0.147916667,0.651656854,0.568867747,,,,,,,,,,,,,,
4192,SCHOENSTER HERR JESU,,0.745029241,0.469444444,-0.125,-1,0.225806452,0.043478261,0,0,0,-0.152777778,0.889547682,0.39453018,,,,,,,,,,,,,,
4193,EIN BLUM STEHT AUF DER HEIDE,,2.232494718,0.697368421,0.447368421,-1,0.53125,0.148648649,0,0,0,-0.100877193,0.996551724,0.512184696,,,,,,,,,,,,,,
4194,JESU WUNDEN,,2.734741433,0.489583333,0.03125,1,0.184210526,0.096774194,0,0,-0.125,-0.0625,0.733800852,0.386622528,,,,,,,,,,,,,,
4195,WO IST JESUS MEIN VERLANGEN,,0.088714905,0.333333333,-0.111111111,-1,0.192307692,0.117647059,0,-0.064516129,0,-0.018518519,0.449994948,0.189577632,,,,,,,,,,,,,,
4196,ICH TRAU AUF GOTT,,2.318151853,0.386666667,-0.02,0.5,0.064516129,0.06122449,-0.017857143,0,0,0,0.77734172,0.56625999,,,,,,,,,,,,,,
4197,WER SICH DES MAIEN FREUET,,3.812554111,0.671794872,0.384615385,1,0.428571429,0.12,-0.037735849,-0.037735849,0,-0.025641026,0.748204636,0.560480514,,,,,,,,,,,,,,
4198,WER SICH DES MAIEN FREUET,,-0.896343191,0.186263736,-0.576923077,-1,-0.294117647,0,0,-0.02,0,-0.111538462,0.516899009,0.403073249,,,,,,,,,,,,,,
4199,ES SUNGEN DREI ENGEL,,0.011838175,0.37037037,-0.111111111,-1,0.2,0.117647059,0,-0.038461538,0,-0.101851852,0.495245248,0.08,,,,,,,,,,,,,,
4200,ES SANGEN DREI ENGEL,,2.685158321,0.564814815,0.111111111,1,0.333333333,0.147058824,0,0,0,-0.092592593,0.447519788,0.173913043,,,,,,,,,,,,,,
4201,ES SANGEN DREI ENGEL,,-0.60547905,0.231481481,-0.333333333,-1,-0.1,0.176470588,-0.035714286,0,0,-0.064814815,0.520431314,0,,,,,,,,,,,,,,
4202,ES SUNGEN DREI ENGEL,,-0.142949285,0.314814815,-0.333333333,-1,0.142857143,0.117647059,0,-0.038461538,0,-0.027777778,0.559637681,0.121666667,,,,,,,,,,,,,,
4203,ES SANGEN DREI ENGEL,,0.365955603,0.287179487,-0.153846154,-1,-0.02,0,0,0,0,-0.066666667,0.878895888,0.440393048,,,,,,,,,,,,,,
4204,ES SANGEN DREI ENGEL,,-0.229413827,0.361111111,-0.222222222,-1,0.192307692,0.058823529,0,-0.037037037,0,-0.101851852,0.442531874,0.076923077,,,,,,,,,,,,,,
4205,IM HIMMEL IM HIMMEL IST FREUDE SO VIEL,,1.263786043,0.525641026,-0.153846154,-1,0.181818182,0.18,0,-0.051282051,0,-0.096153846,0.705429645,0.972179242,,,,,,,,,,,,,,
4206,IM HIMMEL IM HIMMEL SIND FREUDEN,,0.425161162,0.333333333,-0.307692308,-1,0.129032258,0.08,0,-0.058823529,0,-0.205128205,1,0.454439613,,,,,,,,,,,,,,
4207,IM HEMMEL IM HEMMEL YS FROEUDE,,-0.114050515,0.259259259,-0.333333333,-1,-0.022727273,0.058823529,0,0,0,-0.240740741,0.770153079,0.394514964,,,,,,,,,,,,,,
4208,DORT OBEN VOR DER HIMMLISCHEN THUER,,-0.511334905,0.112820513,-0.538461538,-1,-0.323529412,0,0,-0.041666667,0,-0.256410256,0.796530853,0.739381603,,,,,,,,,,,,,,
4209,DA DROBEN VOR DER HIMMLISCHEN THUER,,0.189886931,0.267948718,-0.307692308,-1,0,0.18,0,-0.05,0,-0.051282051,0.647886852,0.503025721,,,,,,,,,,,,,,
4210,DER HIMMEL STEHT OFFEN,,2.777206751,0.596153846,0,1,0.206896552,0.16,-0.054054054,-0.027027027,0,-0.147435897,0.609905356,0.432767975,,,,,,,,,,,,,,
4211,DER HIMMEL STEHT OFFEN,,3.421356026,0.564102564,0.076923077,1,0.318181818,0.16,0,-0.054054054,0,-0.025641026,0.729164969,0.652678678,,,,,,,,,,,,,,
4212,WIE FAELSCHLICH DIE JUDEN,,3.118141345,0.630769231,0.115384615,0.5,0.5,0.04,0,-0.047619048,0,-0.102564103,0.739190306,0.742980343,,,,,,,,,,,,,,
4213,HIMMELSAU LICHT UND BLAU,,-0.921595459,0.197916667,-0.1875,-1,-0.288461538,0.016129032,0,0,0,-0.15625,0.422496307,0.074074074,,,,,,,,,,,,,,
4214,ICH WEISS EIN MAGET SCHONE,,1.882291685,0.577777778,0.166666667,-1,0.404255319,0.155172414,0,-0.041666667,0,-0.266666667,0.910033856,0.976718985,,,,,,,,,,,,,,
4215,MEERSTERN ICH DICH GRUESSE,,-0.829238784,0.249007937,-0.75,-1,-0.3,0,0,0,-0.166666667,-0.090277778,0.708414289,0.520283435,,,,,,,,,,,,,,
4216,DER GULDNE ROSENKRANZ,,-0.067740443,0.27037037,-0.5,-1,-0.05,0.117647059,0,0,0,0,0.861852984,0.232389145,,,,,,,,,,,,,,
4217,UND UNSER LIEBEN FRAUEN,,-0.104594907,0.256944444,-0.291666667,-1,-0.015151515,0.086956522,0,0,0,-0.048611111,0.844433419,0.0625,,,,,,,,,,,,,,
4218,MARIA DIE WOLLT WANDERN,,-0.087309405,0.32037037,-0.166666667,-1,0.096153846,0.058823529,0,0,0,-0.055555556,0.551099462,0.108465608,,,,,,,,,,,,,,
4219,MARIA WOLLTE WANDERN GEHN,,0.058347772,0.311111111,-0.055555556,-1,0.022727273,0.176470588,0,0,0,-0.066666667,0.477549213,0.192711809,,,,,,,,,,,,,,
4220,MARIA WOLLTE WANDERN GEHN,,-0.243400834,0.261111111,-0.277777778,-1,-0.023809524,0.176470588,0,0,0,-0.044444444,0.477549213,0.1875,,,,,,,,,,,,,,
4221,MARIA GIENG AUS WANDERN,,-0.386817941,0.355555556,-0.611111111,-1,-0.166666667,0.176470588,0,0,0,-0.088888889,0.771351994,0.176470588,,,,,,,,,,,,,,
4222,MARIA GIENG AUS WANDERN,,0.620495757,0.60978836,0.055555556,-1,0.275,0.147058824,0,-0.028571429,0,-0.103703704,0.413352021,0.252016129,,,,,,,,,,,,,,
4223,MARIA DIE WOLLT WANDERN GEHN,,-0.176472236,0.477777778,-0.166666667,-1,-0.166666667,0,0,0,0,-0.037037037,0.551913212,0.164207144,,,,,,,,,,,,,,
4224,MARIA GING AUS ZU WANDERN,,0.617892589,0.623412698,0,-1,0.125,0.088235294,0,0,0,-0.015873016,0.475292215,0.321825397,,,,,,,,,,,,,,
4225,MARIA GING AUS WANDERN,,0.762024875,0.666666667,0.333333333,-1,0.42,0,0,0,0,-0.212962963,0.428176244,0.126811594,,,,,,,,,,,,,,
4226,DA DRUNTEN IM THALE,,0.017648498,0.228205128,-0.076923077,-1,-0.4,0,-0.038461538,0,0,-0.141025641,0.784067904,0.661785723,,,,,,,,,,,,,,
4227,MARIA WOL AN DEM RAE SATT,,-0.358459737,0.485294118,-0.088235294,-1,-0.333333333,0.03030303,0,-0.025641026,0,-0.112745098,0.498502908,0.187394958,,,,,,,,,,,,,,
4228,ICH WEISS EINE EWIGE SPINNERIN,,1.268984468,0.67745098,0.411764706,-1,0.205882353,0.045454545,-0.027027027,-0.027027027,0,-0.211764706,0.755185493,0.43906515,,,,,,,,,,,,,,
4229,MARIA VON RETZBACH,,3.659493818,0.68627451,0.411764706,1,0.454545455,0.03030303,0,-0.018518519,0,-0.094117647,0.697960037,0.491282245,,,,,,,,,,,,,,
4230,IHR CHRISTEN GROSS UND KLEIN,,-0.45451931,0.207692308,-0.576923077,-1,-0.24137931,0.04,0,0,0,-0.138461538,0.912520536,0.342031772,,,,,,,,,,,,,,
4231,NUN WILL ICH MARIA GRUESSEN,,-0.193122561,0.354166667,-0.375,-1,0.090909091,0.066666667,-0.090909091,0,-0.125,-0.120833333,0.666002039,0.340875399,,,,,,,,,,,,,,
4232,WUNDERSCHOEN PRAECHTIGE HOEHE UND MAECHTIGE,,0.322744375,0.285714286,-0.285714286,-1,-0.097014925,0.045454545,0,0,0,-0.095238095,0.972115415,0.497427435,,,,,,,,,,,,,,
4233,MARIA ZU LIEBEN IST ALLZEIT MEIN SINN,,1.168162973,0.593137255,0.058823529,-1,0.256097561,0.03030303,0,0,0,-0.147058824,0.920122203,0.456738218,,,,,,,,,,,,,,
4234,SANKT MICHEL DER HAT SICH GEBAUET,,0.79041736,0.572222222,0.111111111,-1,0.222222222,0.117647059,0,-0.028571429,0,-0.018518519,0.592149675,0.222155018,,,,,,,,,,,,,,
4235,SANKT MICHEL DE BAUET EEN KLOSTER,,-0.456506854,0.303703704,-0.277777778,-1,-0.041666667,0,0,-0.032258065,0,-0.187037037,0.48820583,0.290323158,,,,,,,,,,,,,,
4236,WIR RUFEN AN DEN THEUREN MANN,,2.29778003,0.485294118,-0.088235294,1,0.161764706,0.03030303,0,0,0,-0.093137255,0.684143666,0.117647059,,,,,,,,,,,,,,
4237,SANCT MARTIN LAESST UNS SINGEN,,0.828464428,0.53125,0.03125,-1,0.314814815,0.048387097,0,0,-0.0625,-0.03125,0.828034256,0.168478261,,,,,,,,,,,,,,
4238,HEILIGER HERR SANCT LORENZ,,0.421307417,0.333333333,-0.055555556,-1,0.071428571,0.117647059,0,0,0,-0.101851852,0.872965405,0.183340456,,,,,,,,,,,,,,
4239,JOHANN VON NEPOMUK,,-0.334011983,0.233333333,-0.55,-1,-0.076923077,0,0,0,0,-0.066666667,0.690145674,0.436098753,,,,,,,,,,,,,,
4240,ES WAR EINMAL EIN ARMER MANN,,1.239129503,0.555555556,0.388888889,-1,0.369565217,0,0,0,0,-0.322222222,0.811895397,0.435446666,,,,,,,,,,,,,,
4241,ODILIA DIE WAR BLIND GEBORN,,2.570720204,0.579761905,0.1875,0.5,0.325,0.3,0,0,0,-0.080357143,0.588553605,0.170261837,,,,,,,,,,,,,,
4242,ES WAR EIN KOENIG WOL AN DEM RHEIN,,1.208436029,0.631481481,0.333333333,-1,0.25,0.088235294,0,0,0,-0.022222222,0.688150681,0.239457461,,,,,,,,,,,,,,
4243,ALS SANCT KATHARINA EINE HELDIN WAR,,2.530638353,0.603703704,0.055555556,0.5,0.289473684,0.117647059,0,0,0,-0.12962963,0.815894591,0.27799339,,,,,,,,,,,,,,
4244,DER KAISER UND DER KOENIG,,0.379731219,0.6,0.055555556,-1,0.19047619,0,0,0,0,-0.088888889,0.419468493,0.203119869,,,,,,,,,,,,,,
4245,DER KAISER UND DER KOENIG,,0.827149895,0.62962963,0.388888889,-1,0.3,0.029411765,-0.103448276,0,0,-0.111111111,0.693778999,0,,,,,,,,,,,,,,
4246,DER KAISER UND DER KOENIG,,0.342492573,0.524603175,-0.111111111,-1,0.25,0,0,0,0,-0.038095238,0.656489687,0.060606061,,,,,,,,,,,,,,
4247,GLEICHWIE EIN FRUCHTBAR REGEN,,0.034335868,0.259803922,-0.5,-1,-0.080357143,0.060606061,0,0,0,-0.220588235,1,0.514871264,,,,,,,,,,,,,,
4248,REGINE GIENG IN GARTE,,-0.339137405,0.193333333,-0.15,-1,-0.194444444,0,0,0,0,0,0.465123498,0.346850208,,,,,,,,,,,,,,
4249,ES WOLLT EIN JUNGFRAU FRUEH AUFSTEHN,,0.886401146,0.6,0.111111111,-1,0.523809524,0.029411765,0,0,0,-0.022222222,0.449174481,0.195116487,,,,,,,,,,,,,,
4250,DER SULTAN HAT EIN TOECHTERLEIN,,1.383784022,0.618518519,0.5,-1,0.338235294,0.117647059,-0.029411765,0,0,0,0.603162731,0.235632184,,,,,,,,,,,,,,
4251,EIN SULTAN HATT EIN TOECHTERLEIN,,1.852939218,0.612745098,0.147058824,-1,0.357142857,0.121212121,0,0,0,-0.147058824,1,0.761839142,,,,,,,,,,,,,,
4252,EEN SOUDAEN HAT EEN DOCHTF[ERK3EN,,0.148267739,0.462962963,-0.388888889,-1,0.25,0.029411765,0,0,0,-0.111111111,0.776860753,0.129032258,,,,,,,,,,,,,,
4253,EIN SULTAN HATT EIN TOECHTERLEIN,,1.175287071,0.611538462,0.192307692,-1,0.15625,0,0,-0.038461538,0,-0.088461538,0.824662959,0.517451035,,,,,,,,,,,,,,
4254,GUTER FREUND ICH FRAGE DICH,,-0.129687646,0.3125,-0.25,-1,0.142857143,0,0,0,0,-0.256944444,0.656608048,0.265291607,,,,,,,,,,,,,,
4255,GUTER FREUND ICH FRAGE DICH,,0.504893407,0.505555556,-0.083333333,-1,0.121621622,0.173913043,0,0,0,-0.133333333,0.715981382,0.204488471,,,,,,,,,,,,,,
4256,GUTER FREUND ICH FRAGE DICH,,-0.447864447,0.208333333,-0.214285714,-1,-0.181818182,0,0,0,0,-0.351190476,0.63812764,0.452968952,,,,,,,,,,,,,,
4257,GUTER FREUND ICH FRAGE DICH,,0.846380494,0.472222222,0.166666667,-1,0.244186047,0.086956522,0,0,0,-0.305555556,0.925549856,0.256354736,,,,,,,,,,,,,,
4258,EEN IS EENE,,3.942084705,0.658333333,0.5,1,0.625,0.428571429,-0.047619048,0,0,0,0.435498796,0.342300195,,,,,,,,,,,,,,
4259,AM MONTAG DA FAENGT DIE WOCHEN AN,,-0.017067227,0.25462963,-0.444444444,-1,-0.175,0,0,0,0,-0.225,0.72930378,0.843443807,,,,,,,,,,,,,,
4260,ALLES IST VERGAENGLICH,,-1.361146274,0.14,-0.8,-1,-0.419354839,0,0,0,0,-0.188333333,0.552763272,0.353778625,,,,,,,,,,,,,,
4261,ALLES IST VERGAENGLICH,,0.145071442,0.268333333,-0.35,-1,-0.103448276,0.210526316,0,0,-0.1,-0.105,0.937548057,0.387112012,,,,,,,,,,,,,,
4262,ES GIENG EIN JUNGFRAU ZARTE,,1.523279567,0.611111111,-0.066666667,-1,0.431034483,0.034482759,0,0,0,-0.05,0.904600096,0.658717785,,,,,,,,,,,,,,
4263,ES WAR EIN ZARTES JUNGFRAEUELEIN,,-0.225607688,0.348148148,-0.222222222,-1,0.0625,0,0,0,0,-0.227777778,0.758188609,0.055555556,,,,,,,,,,,,,,
4264,ES FUHR GEN ACKER EIN GROBER BAUER,,-0.70065387,0.155555556,-0.566666667,-1,-0.285714286,0,0,0,0,-0.166666667,0.842544871,0.320293322,,,,,,,,,,,,,,
4265,STERBEN IST EIN SCHWERER BUSS,,2.339422147,0.472222222,0,1,0.25,0.058823529,-0.037037037,0,0,-0.138888889,0.485127293,0.249175028,,,,,,,,,,,,,,
4266,STERBEN IST EIN HARTE BUSS,,0.984144069,0.3625,0.041666667,-1,0.357142857,0.043478261,0,-0.016129032,0,-0.17718254,0.724983003,0.647684853,,,,,,,,,,,,,,
4267,KRANKHEIT IST EIN SCHWERE SCHWERE BUSS,,2.535067155,0.623809524,0.642857143,-1,0.5,0.307692308,0,0,0,-0.023809524,0.894566952,0.589950753,,,,,,,,,,,,,,
4268,STERBEN IST EIN HARTE BUSS,,0.097220601,0.416666667,-0.266666667,-1,-0.041666667,0.086206897,0,-0.048780488,0,-0.068888889,0.63408992,0.386259828,,,,,,,,,,,,,,
4269,ICH WOLLT WOL AUSGEHN,,0.574618577,0.5,-0.055555556,-1,0,0,0,0,0,-0.027777778,0.949246377,0.208705534,,,,,,,,,,,,,,
4270,CHRISTUS DER IST MEIN LEBEN,,0.157311207,0.333333333,-0.222222222,-1,0.037037037,0,0,0,0,-0.055555556,0.981385281,0.083333333,,,,,,,,,,,,,,
4271,BEGRABT DEN LEIB IN SEINE GRUFT,,0.306977446,0.342592593,-0.388888889,-1,0.0625,0.029411765,0,0,0,-0.055555556,1,0.316917533,,,,,,,,,,,,,,
4272,ICH WEISS EIN SCHOENES ENGELSPIEL,,-0.360488928,0.3,-0.65,-1,-0.028571429,0.052631579,0,0,0,-0.083333333,0.866966073,0.181818182,,,,,,,,,,,,,,
4273,WENN DIE NACHT MIT STILLER RUH,,1.183285093,0.373214286,0.0625,-1,0.027777778,0.064516129,0,0,0,-0.045833333,0.942083179,0.759027055,,,,,,,,,,,,,,
4274,ALS ICH AUF MEINER BLEICHE,,0.216146448,0.31372549,-0.205882353,-1,-0.010416667,0.015151515,0,0,-0.235294118,-0.132352941,1,0.471215521,,,,,,,,,,,,,,
4275,UND SCHAU ICH HIN SO SCHAUST DU HER,,1.160383614,0.452,0.06,-1,-0.142857143,0.040816327,-0.043478261,-0.010869565,0,-0.061333333,0.877736642,0.988368947,,,,,,,,,,,,,,
4276,WIR SIND DIE KOENIGE DER WELT,,0.321069187,0.454061625,-0.382352941,-1,-0.089285714,0.121212121,-0.012345679,0,0,-0.090196078,0.870472874,0.44950298,,,,,,,,,,,,,,
4277,WENN DIE HOFFNUNG NICHT WAER,,0.616391784,0.464912281,-0.157894737,-1,0.040540541,0.027027027,0,-0.04,-0.052631579,-0.127192982,0.48491225,0.976718985,,,,,,,,,,,,,,
4278,SCHOENE AUGEN SCHOENE STRAHLEN,,1.681663997,0.503267974,0.083333333,-1,0.111111111,0.181818182,0,0,0,-0.058823529,0.891315784,0.969641142,,,,,,,,,,,,,,
4279,ICH HATT MAL EINEN SCHWEREN STAND,,-0.481989991,0.183608059,-0.5,-1,-0.208333333,0,0,0,0,-0.192307692,0.931018761,0.304024214,,,,,,,,,,,,,,
4280,DAS MAEDCHEN ICH SAH,,0.892914137,0.369607843,-0.117647059,-1,0.5,0,-0.012048193,0,0,-0.13627451,0.876241898,0.413034158,,,,,,,,,,,,,,
4281,EIN HELLER UND EIN BATZEN,,1.091222824,0.556410256,0.192307692,-1,0.125,0.12,0,0,0,-0.064102564,0.741647047,0.419960392,,,,,,,,,,,,,,
4282,IST MIR ALLES EINS,,1.324727432,0.369047619,0.333333333,-1,-0.204545455,0.195121951,-0.041237113,0,0,-0.142857143,0.967851446,0.848012794,,,,,,,,,,,,,,
4283,ICH HAB MEIN SACH AUF NICHTS GESTELLT,,1.292527574,0.507777778,-0.033333333,-1,0.329787234,0,-0.018867925,0,-0.066666667,-0.113333333,0.837141826,0.850021994,,,,,,,,,,,,,,
4284,EINSAM BIN ICH NICHT ALLEINE,,0.35797225,0.598095238,-0.05,-1,0.25,0.026315789,-0.056603774,-0.018867925,0,-0.05,0.560993705,0.098039216,,,,,,,,,,,,,,
4285,WENN MEIN PFEIFCHEN DAMPFT UND GLUEHT,,0.238467367,0.437251984,-0.375,-1,0,0,-0.013157895,-0.013157895,0,-0.09375,0.806759176,0.489521996,,,,,,,,,,,,,,
4286,WENN MEIN PFEIFCHEN DAMPFT UND GLUEHT,,0.74199533,0.395833333,-0.0625,-1,0.0625,0,-0.016129032,0,0,-0.130208333,0.731625875,0.760873487,,,,,,,,,,,,,,
4287,EIN HERZ DAS SICH MIT SORGEN QUAELT,,1.023012018,0.390196078,-0.147058824,-1,-0.055555556,0.045454545,0,0,0,-0.145098039,0.949786061,0.985287752,,,,,,,,,,,,,,
4288,MEIN GUTER MICHEL LIEBET MICH,,1.877721585,0.666666667,0.1875,-1,1,0.064516129,-0.01754386,0,0,-0.265625,0.88812592,0.354081729,,,,,,,,,,,,,,
4289,DA DROBEN AUF JENEM BERGE,,-1.404946206,0.153703704,-0.777777778,-1,-0.433333333,0,0,-0.057142857,0,-0.174074074,0.612325628,0.271352504,,,,,,,,,,,,,,
4290,HINAUS IN DAS LAND UND WEITER,,-1.331208921,0.125555556,-0.766666667,-1,-0.425925926,0,-0.048387097,-0.064516129,0,-0.195555556,0.803724794,0.240562102,,,,,,,,,,,,,,
4291,ICH WUSST EINMAL NICHTS ANZUFANGEN,,-0.160111049,0.312666667,-0.3,-1,-0.272727273,0.030612245,-0.011363636,0,0,-0.324,0.876644837,0.528056112,,,,,,,,,,,,,,
4292,WENN ICH AN DEN LETZTEN ABEND DENK,,0.576608163,0.343697479,-0.205882353,-1,0.085714286,0.03030303,-0.023809524,0,0,-0.213445378,0.920444692,0.639585931,,,,,,,,,,,,,,
4293,ICH ARMES WELSCHES TEUFEL,,1.399659575,0.556666667,0.02,-1,0.25,0.040816327,-0.012345679,-0.024691358,0,-0.15,0.950305835,0.768907784,,,,,,,,,,,,,,
4294,SCHLAF HERZENSSOEHNCHEN,,0.240836996,0.497916667,0.0625,-1,-0.125,0.048387097,0,0,0,-0.147916667,0.596017553,0.308932347,,,,,,,,,,,,,,
4295,IM ANFANG WARS AUF ERDEN,,2.807037954,0.578571429,0.214285714,0.5,0.277777778,0.12195122,0,0,0,-0.054761905,0.671433191,0.497780527,,,,,,,,,,,,,,
4296,SCHWESTERLEIN SCHWESTERLEIN,,-0.670270649,0.277777778,-0.5,-1,-0.222222222,0,0,-0.097560976,0,-0.055555556,0.785016474,0.142273853,,,,,,,,,,,,,,
4297,RARITETE SEIN ZU SEHN,,2.041774789,0.619047619,0.071428571,-1,0.7,0.018518519,0,0,0,-0.15952381,0.813599778,0.978704111,,,,,,,,,,,,,,
4298,ICH BIN EIN FRANZOSE MESDAMES,,1.439759448,0.484848485,0.045454545,-1,0,0.047619048,-0.022222222,0,0,-0.090909091,1,0.974968683,,,,,,,,,,,,,,
4299,WILLKOMMEN LIEBER MONDENSCHEIN,,0.415391264,0.540740741,0,-1,0.166666667,0.088235294,-0.029411765,-0.058823529,0,-0.155555556,0.76568995,0.097849462,,,,,,,,,,,,,,
4300,S IST GEWISS UND KEIN GEDICHT,,1.51390826,0.588461538,0.230769231,-1,0.447368421,0.12,0,0,0,-0.146153846,0.838482351,0.434980565,,,,,,,,,,,,,,
4301,ACH WIE ISTS MOEGLICH DANN,,0.346372894,0.395833333,0,-1,-0.138888889,0,-0.044444444,0,0,-0.020833333,0.92735431,0.227351916,,,,,,,,,,,,,,
4302,SEID NUR LUSTIG UND FROEHLICH,,0.608311976,0.522916667,0.0625,-1,0.4375,0,0,0,0,-0.166666667,0.609924879,0.142137097,,,,,,,,,,,,,,
4303,KAFFEECHEN KAFFEECHEN,,7.39E-05,0.467647059,-0.029411765,-1,-0.125,0.060606061,0,0,0,-0.16372549,0.678846925,0.111111111,,,,,,,,,,,,,,
4304,ALS EINST DER MENSCH IM PARADIES,,0.750898489,0.522222222,-0.055555556,-1,0.027777778,0.088235294,0,-0.026315789,-0.111111111,-0.211111111,0.55016445,0.966592312,,,,,,,,,,,,,,
4305,WEINE NUR NICHT,,-0.591709667,0.269166667,-0.2,-1,-0.444444444,0,-0.032786885,0,0,-0.101666667,0.663525317,0.254496346,,,,,,,,,,,,,,
4306,WAR EINST EIN JUNG ZIMMER GESELL,,0.182025312,0.253846154,-0.461538462,-1,0.090909091,0.04,0,0,0,-0.179487179,1,0.438295708,,,,,,,,,,,,,,
4307,ICH WOLLT ICH WAER EIN FISCH,,0.236652569,0.472222222,0.1,-1,-0.5,0.068965517,0,0,0,-0.177777778,0.859276924,0.413965684,,,,,,,,,,,,,,
4308,DU WIRST MIRS JA NIT UEBEL NEHMA,,1.05644513,0.364705882,0.058823529,-1,0.0625,0.151515152,-0.139534884,0,0,0,0.865981878,0.692453572,,,,,,,,,,,,,,
4309,MEI SCHATZERL IS HUEBSCH ABER REICH IS ES NIT,,0.259856179,0.249242424,-0.136363636,-1,-0.125,0,-0.021978022,-0.043956044,0,-0.117424242,0.887442246,0.567893453,,,,,,,,,,,,,,
4310,JA MEIN GLUECK DACHT ICH,,2.099236576,0.685185185,0.666666667,-1,0,0.117647059,0,0,0,-0.12962963,0.947326858,0.812040436,,,,,,,,,,,,,,
4311,ROSEN AUF DEN WEG GESTREUT,,-0.502834856,0.15625,-0.5,-1,-0.5,0,0,0,0,-0.13125,0.883384208,0.588780936,,,,,,,,,,,,,,
4312,DIE WELT IST NICHTS ALS EIN ORCHESTER,,0.497481049,0.332758621,-0.155172414,-1,-0.016129032,0.01754386,0,-0.007633588,0,-0.162643678,0.875617977,0.613139303,,,,,,,,,,,,,,
4313,ICH BIN DER FUERST VON THOREN,,1.185660669,0.661111111,0.111111111,-1,0.8125,0,0,-0.027027027,0,-0.122222222,0.687687696,0.0625,,,,,,,,,,,,,,
4314,ES GIEBT ZWEI VOEGEL,,0.347989526,0.490909091,0.181818182,-1,-0.166666667,0.047619048,0,-0.020833333,0,-0.221212121,0.628032573,0.408322754,,,,,,,,,,,,,,
4315,WIE KOMMTS DASS DU SO TRAURIG BIST,,-0.76137311,0.318181818,-0.136363636,-1,-0.5,0,0,-0.083333333,0,-0.136363636,0.607106036,0.169399642,,,,,,,,,,,,,,
4316,EIN BISSERLE LIEB UND E BISSERLE TREU,,-0.640703147,0.455128205,-0.038461538,-1,-0.5,0.04,0,-0.029411765,0,-0.307692308,0.585653125,0.154081134,,,,,,,,,,,,,,
4317,FUER DIE ZEIT DASS DU MI GELIEBT HAST,,-0.765348811,0.451282051,-0.038461538,-1,-0.5,0.04,0,-0.027777778,0,-0.361538462,0.506967305,0.164179611,,,,,,,,,,,,,,
4318,WENN MICH NUR MEIN ROESCHEN LIEBT,,-0.275833956,0.280357143,-0.1875,-1,-0.5,0.096774194,-0.04,-0.08,0,-0.130208333,0.750399763,0.534343278,,,,,,,,,,,,,,
4319,ES STAND EINE LINDE IM TIEFEN TAL,,1.458539963,0.59,0.166666667,-1,0.25,0.017241379,0,0,0,-0.158571429,0.727252234,0.865951111,,,,,,,,,,,,,,
4320,AENNCHEN VON THARAU,,1.958787847,0.597222222,0.104166667,-1,0.436363636,0.010638298,0,0,0,-0.111111111,0.939376679,0.982131456,,,,,,,,,,,,,,
4321,ANKE VAN THARAW,,0.513415544,0.358333333,-0.25,-1,0,0.032258065,0,0,0,-0.197916667,0.955533877,0.615206935,,,,,,,,,,,,,,
4322,SINGT UND TRINKT,,0.320499672,0.393939394,-0.136363636,-1,0,0,0,0,0,-0.113636364,0.80725278,0.369307498,,,,,,,,,,,,,,
4323,WER NIEMALS EINEN RAUSCH GEHABT,,0.770626657,0.393939394,-0.015151515,-1,-0.444444444,0.123076923,0,-0.022556391,0,-0.095959596,0.922736755,0.908985531,,,,,,,,,,,,,,
4324,ALLERSCHOENSTER ENGEL,,1.034316295,0.510416667,0,-1,-0.107142857,0.048387097,-0.020833333,0,0,-0.151041667,0.777811404,0.976718985,,,,,,,,,,,,,,
4325,ALLERSCHOENSTER ENGEL,,1.034316295,0.510416667,0,-1,-0.107142857,0.048387097,-0.020833333,0,0,-0.151041667,0.777811404,0.976718985,,,,,,,,,,,,,,
4326,IM SACHSENLAND KENN ICH EIN STAEDCHEN,,0.897513553,0.549206349,0.133333333,-1,0.142857143,0.068965517,-0.029411765,0,0,-0.171428571,0.884201979,0.319789568,,,,,,,,,,,,,,
4327,ICH UND MEIN FLAESCHCHEN,,0.397926219,0.307142857,-0.35,-1,-0.171052632,0,-0.018348624,-0.027522936,0,-0.151904762,0.950381179,0.859231136,,,,,,,,,,,,,,
